Glosse	Nr	Stichwörter	Bedeutungen	Einheit	Untereinheit	BS	BE	LU	SG	ZH	Movie	Stufe
7007	heimgehen_1	heimgehen, heimfahren	(V.) heimgehen, heimfahren, nach Hause gehen, sich auf den Heimweg machen	1	b	•	•	•		•	2	Verben	1 b
177	heimgehen_2	heimgehen, heimfahren	(V.) heimgehen, heimfahren, nach Hause gehen, sich auf den Heimweg machen	1	b				•		2	Verben	1 b
272	heiraten_1	heiraten, vermählen, trauen, Heirat, Hochzeit, Trauung	(V.) heiraten, vermählen, trauen$(N.) Heirat, Hochzeit, Trauung	1	d	•	•	•	•	•	2	Familie, Feste, Nomen, Verben	1 d
5733	heiraten_2	heiraten, vermählen, trauen, Heirat, Hochzeit, Trauung	(V.) heiraten, vermählen, trauen$(N.) Heirat, Hochzeit, Trauung	1	d	•	•	•	•	•	2	Familie, Feste, Nomen, Verben	1 d
2574	heiss_1	heiss	(Adj.) heiss (nur im Zusammenhang mit Körpertemperatur)$z.B.$- mir ist heiss, ich schwitze.$- mir ist heiss, ich glaube ich habe Fieber	2	d					•	2	Adj., Adv.	2 d
5723	heiss_2	heiss	(Adj.) heiss (nur im Zusammenhang mit Körpertemperatur)$z.B.$- mir ist heiss, ich schwitze.$- mir ist heiss, ich glaube ich habe Fieber	2	d	•	•	•	•		2	Adj., Adv.	2 d
2815	heissen_1	heissen, benennen	(V.) heissen, nach dem Namen, der Bezeichnung fragen, «wie heisst...»$z.B. Namen einer Person, Ort/Stadt/Land, Autonamen, Tiernamen, Produktenamen usw.	2	a	•	•	•		•	2	Verben	2a
7026	heissen_2	heissen, benennen	(V.) heissen, das heisst$nur in Fragen nach Bezeichnungen/Gegenständen: Was/wie heisst das? Wie sagt man dem?$z.B. Wie heisst diese Kleidermarke?$(SG Dialekt - auch nach der Name einer Person fragen)	2	a				•		2	Verben	2a
3111	helfen	helfen, Hilfe, hilfsbereit, behilflich	(V. übereinstimm.) helfen, «zu Hilfe kommen»$(N.) Hilfe$(Adj.) behilflich, hilfsbereit	1	c	•	•	•	•	•	2	Adj., Adv., Nomen, Verben	1 c
727	Herbst_1	Herbst	(N.) Herbst (Jahreszeit)	2	b			•	•	•	2	Zeit_Kalender, Nomen	2 b
2231	Herbst_2	Herbst	(N.) Herbst (Jahreszeit)	2	b			•	•		2	Zeit_Kalender, Nomen	2 b
5070	Herbst_3	Herbst	(N.) Herbst (Jahreszeit)	2	b	•	•				2	Zeit_Kalender, Nomen	2 b
8175	herzlich	herzlich	(Begrüssung) herzlich, von Herzen$Kombinationen:$HERZLICH WILLKOMMEN$HERZLICHEN DANK	2	a	•	•	•	•	•	2	Begrüssung Interjektion Rückmeldung	2a
6638	hin_und_her	hin und her	(Adv.) hin_und_her	2	b	•	•	•	•	•	2	Adj., Adv.	2 b
9141	Hinfahrt	Hinfahrt	(N.) Hinfahrt	2	c	•	•	•	•	•	2	Freizeit, Ferien, Reisen, Landschaft, Nomen	2 c
4852	Hochdeutsch_1	Hochdeutsch, Schriftdeutsch	(N.) Hochdeutsch, Schriftdeutsch	1	a	•	•	•		•	2	Nomen	1a
6699	Hochdeutsch_2	Hochdeutsch, Schriftdeutsch	(N.) Hochdeutsch, Schriftdeutsch	1	a				•		2	Nomen	1a
8285	Hochzeit_1	Hochzeit, Heirat, Vermählung	(N.) Hochzeit, Heirat, Vermählung	1	d			•	•	•	2	Familie, Feste, Nomen	1 d
8596	Hochzeit_2	Hochzeit, Heirat, Vermählung	(N.) Hochzeit, Heirat, Vermählung	1	d	•		•	•		2	Familie, Feste, Nomen	1 d
1139	Hochzeit_3	Hochzeit, Heirat, Vermählung	(N.) Hochzeit, Heirat, Vermählung	1	d		•				2	Familie, Feste, Nomen	1 d
2922	hoffen	hoffen, erhoffen, Hoffnung	(V.) hoffen, erhoffen, jmd. die Daumen drücken$Notiz: für jmd. etwas erhoffen, etwas wünschen, Glück wünschen$(N.) Hoffnung	1	d	•	•	•	•	•	2	Verben	1 d
6623	Hohenrain	Hohenrain	(N., Namen) Hohenrain (Ort im Kanton Luzern)$Standort der Kantonalen Gehörlosenschule Luzern	3	a	•	•	•	•	•	2	Namen, Nomen	3a
8498	Holz	Holz, Holzbrett	(N.) Holz (Material), Holzbrett	1	b	•	•	•	•	•	2	Freizeit, Ferien, Reisen, Landschaft, Wohnen, Nomen	1 b
2203	Hose	Hose	(N.) Hose	3	b	•	•	•	•	•	2	Nomen	3 b
2697	Hotel_1	Hotel	(N.) Hotel	3	b	•	•	•		•	2	Freizeit, Ferien, Reisen, Nomen	3 b
5036	Hotel_2	Hotel	(N.) Hotel (alte Gebärde)	3	b	•	•	•	•	•	2	Freizeit, Ferien, Reisen, Nomen	3 b
6603	Huf	Huf	(N.) Huf	3	d	•	•	•	•	•	2	Tiere, Nomen	3 d
5460	Hügel	Hügel	(N.) Hügel	4	d	•	•	•	•	•	2	Landschaft, Nomen	4 d
5261	Hund_1	Hund	(N.) Hund (Tier)	1	b	•	•		•	•	2	Tiere, Nomen	1 b
8939	Hund_2	Hund	(N.) Hund (Tier)	1	b			•			2	Tiere, Nomen	1 b
2450	hundert	100, hundert, einhundert	(Zahlwort) hundert (100)	4	a	•	•	•	•	•	2	Zahlen	4a
7019	hüpfen	hüpfen, springen, herumspringen, herumhüpfen	(V.) hüpfen, springen, herumspringen, herumhüpfen (Menschen, Tiere, z.B. Frosch)	3	d	•	•	•	•	•	2	Verben	3 d
5441	Idee	Idee, Einfall	(N.) Idee, Einfall	1	c	•	•	•	•	•	2	Nomen	1 c
285	im_a	im, in, darin, enthalten, beinhalten	(Präp.) im, in, darin $z.B. Geld in der Kasse$(V.) etwas befindet sich im (lokativ, Frage nach Inhalt)$KOFFER IM WAS? = Was ist im Koffer?$BUCH WAS IM? = Was steht im Buch geschrieben?$HAUS WAS IM? = Was befindet sich im Haus?$(V.) enthalten, beinhalten (Frage nach dem Inhalt, Zusammensetzung)$z.B. Enthält dieses Medikament chemische Stoffe?	3	b	•	•	•	•	•	2	Verben	3 b
1208	im_b	im, in, darin	(Präp.) im, in, darin (lokativ, betonte Form)$z.B. Wo sind die Leute? Im Haus.	3	b	•	•	•	•	•	2		3 b
9151	Info	Info, Information	(N.) Info, Information	3	a	•	•	•	•	•	2	Nomen	3a
5739	Information	Information, Auskunft	(N.) Information, Auskunft	4	b	•	•	•	•	•	2	Medien, Nomen	4 b
2629	informieren_a	informieren, aufklären, mitteilen, hinweisen, Information, Info, Informationsmaterial	(V. übereinstimm.) jmd. informieren, aufklären, etwas mitteilen, aufmerksam machen, hinweisen, Infos abgeben$(N.) Information, Informationsmaterial,$Info$Notiz zu Register/Gebrauch:$Adressant ist eine kleine Gruppe Menschen bzw. Publikum	2	b	•	•	•	•	•	2	Nomen, Verben	2 b
9148	informieren_b	informieren, Info, Information	(V.) informieren, jmd. mitteilen, etwas melden, ausrichten$(N.) Info, Mitteilung	3	a	•	•	•	•	•	2	Nomen, Verben	3a
4113	Inhalt	Inhalt, Bedeutung, Sinn	(N.) Inhalt, Bedeutung, Sinn$z.B.$- Es findet ein Vortrag mit folgendem Inhalt statt.$- Was ist die tiefe Bedeutung dieses Wortes?$- Dieses Gedicht hat welchen Sinn?	1	d	•	•	•	•	•	2	Nomen	1 d
6644	inlineskating_1	inlineskating, Rollerbladen	(V.) inlineskating$(N.) Rollerbladen, Inlineskating, Rollschuhe mit 4 Rädern hintereinander (moderner Stil)$(V.) Rollschuh fahren (Mundart: rollerbladen, inlineskaten, skaten)	2	b					•	2	Freizeit, Ferien, Reisen, Sport, Nomen, Verben	2 b
8914	inlineskating_2	inlineskating, Rollerbladen	V.) inlineskating$(N.) Rollerbladen, Inlineskating, Rollschuhe mit 4 Rädern hintereinander (moderner Stil)$(V.) Rollschuh fahren (Mundart: rollerbladen, inlineskaten, skaten)	2	b	•	•	•	•		2	Freizeit, Ferien, Reisen, Sport, Nomen, Verben	2 b
5470	Internet_1	Internet	(N.) Internet	4	a	•	•		•	•	2	Medien, Nomen	4a
8997	Internet_2	Internet	(N.) Internet	4	a			•			2	Medien, Nomen	4a
2792	Interview	Interview, interviewen, befragen	(N.) Interview$(V.) interviewen, Interview führen, befragen	3	b	•	•	•	•	•	2	Nomen, Verben	3 b
815	Italien	Italien	(N., Namen) Italien (Land)	3	a	•	•	•	•	•	2	Länder, Städte, Namen, Nomen	3a
2333	Jahr_a	Jahr	(N.) Jahr (Grundform)	1	b	•	•	•	•	•	2	Zeit_Kalender, Nomen	1 b
8637	Jahr_b	ein Jahr, zwei Jahre, drei Jahre, vier Jahre, fünf Jahre	(N.) Jahr, «ein Jahr», «zwei Jahre», «drei Jahre», «vier Jahre», «fünf Jahre» (die Anzahl der Jahre 1-5 wird durch die Handform der dom. Hand angezeigt)$Diese inkorporierte Gebärde ist nur mit den Anzahl Jahren 1 - 5 möglich.	1	b	•	•	•	•	•	2	Zeit_Kalender, Nomen	1 b
2258	Januar	Januar	(N.) Januar (Monat)	1	b	•	•	•	•	•	2	Zeit_Kalender, Nomen	1 b
2095	jassen	jassen, Jass	(N.) Jass (Schweizer Kartenspiel)$(V.) jassen	4	b	•	•	•	•	•	2	Freizeit, Ferien, Reisen, Nomen, Verben	4 b
383	jede	jede, jeder, jedes, (täglich), (wöchentlich), (jährlich)	(Adj.) jede, jeden$z.B. jeden Tag, jedes Mal, jedes Jahr, jede Woche$(Pro.) jede, jeder$z.B. Jeder bekommt ein Bonbon.$Kombination: JEDE TAG (täglich), JEDE WOCHE (wöchentlich), JEDE JAHR (jährlich)	3	b	•	•	•	•	•	2	Adj., Adv.	3 b
4883	joggen	joggen, springen, rennen, laufen	(V.) joggen, springen, rennen, laufen, dauerlaufen	3	c	•	•	•	•	•	2	Freizeit, Ferien, Reisen, Sport, Verben	3 c
2276	Juli	Juli	(N.) Juli (Monat)	1	b	•	•	•	•	•	2	Zeit_Kalender, Nomen	1 b
2273	Juni	Juni	(N.) Juni (Monat)	1	b	•	•	•	•	•	2	Zeit_Kalender, Nomen	1 b
5735	Kaffee_2	Kaffee	(N.) Kaffee$(V.) Kaffee trinken	3	a	•		•			2	Essen, Nomen, Verben	3a
5741	Kaffee_3	Kaffee	(N.) Kaffee	3	a		•				2	Essen, Nomen	3a
2930	Käfig_1	Käfig, Kleinkäfig, Tierkäfig	(N.) Käfig, Kleinkäfig, Tierkäfig (für Tiere)	1	b	•	•		•	•	2	Tiere, Nomen	1 b
8968	Käfig_2	Käfig, Kleinkäfig, Tierkäfig	(N.) Käfig, Kleinkäfig, Tierkäfig	1	b			•			2	Tiere, Nomen	1 b
2233	kalt	kalt, Kälte, frieren, schlottern	(Adj.) kalt (Sache, Person, Wetter)$(N.) Kälte (wird selten benutzt)$(V.) frieren, schlottern	3	a	•	•	•	•	•	2	Adj., Adv., Nomen, Verben	3a
2131	Karte	Karte, Landkarte	(N.) Karte, Landkarte (geographisch)$Kombinationen möglich:$z.B. Wanderkarte: WANDERN + KARTE	2	c	•	•	•	•	•	2	Freizeit, Ferien, Reisen, Landschaft, Nomen	2 c
1175	Kartoffel_1	Kartoffel	(N.) Kartoffel	4	c	•	•			•	2	Essen, Nomen	4 c
2062	Kartoffel_2	Kartoffel	(N.) Kartoffel	4	c	•	•	•	•		2	Essen, Nomen	4 c
5638	Kartoffel_3	Kartoffel	(N.) Kartoffel	4	c	•					2	Essen, Nomen	4 c
3197	katholisch_1	katholisch,	(Adj.) katholisch$(N.) Katholische Kirche$kombiniert:$ER KATHOLISCH = Er ist Katholik.	1	d	•	•		•	•	2	Adj., Adv., Nomen	1 d
3242	katholisch_2	katholisch	(Adj.) katholisch$(N.) Katholische Kirche$kombiniert:$ER KATHOLISCH = Er ist Katholik.	1	d	•		•			2	Adj., Adv., Nomen	1 d
9006	Katze	Katze	(N.) Katze (Tier)	1	b	•	•	•	•	•	2	Tiere, Nomen	1 b
2066	kegeln	kegeln, bowlen	(V.) kegeln, bowlen, Bowling spielen	3	c	•	•	•	•	•	2	Freizeit, Ferien, Reisen, Sport, Verben	3 c
554	kein_1	kein, keine	(Adj., Verneinung) kein, keine, keine mehr	1	d	•			•	•	2	Adj., Adv.	1 d
8922	kein_2	kein	(Adj., Verneinung) kein, keine, keine mehr	1	d		•	•			2	Adj., Adv.	1 d
5398	kennenlernen_1	kennenlernen	(V.) kennenlernen, bekannt machen (sich gegenseitig)	3	a	•				•	2	Verben	3a
1406	kennenlernen_2	kennenlernen	(V.) kennenlernen, bekannt machen (sich gegenseitig)	3	a			•			2	Verben	3a
8982	kennenlernen_3	kennenlernen	(V.) kennenlernen, bekannt machen (sich gegenseitig)	3	a		•		•		2	Verben	3a
2935	Kerze_1	Kerze	(N.) Kerze	3	b			•		•	2	Feste, Nomen	3 b
1916	Kerze_2	Kerze	(N.) Kerze	3	b	•	•		•		2	Feste, Nomen	3 b
5444	Kinder	Kinder, Kinderschar	(N.- pl.) Kinder, Kinderschar, viele Kinder	1	a	•	•	•	•	•	2	Familie, Nomen	1a
523	Kino	Kino, Filmtheater, Lichtspielhaus	(N.) Kino, Filmtheater, Lichtspielhaus	4	a	•	•	•	•	•	2	Freizeit, Ferien, Reisen, Medien, Nomen	4a
2306	Kirche	Kirche, Gotteshaus	(N.) Kirche, Gotteshaus	1	d	•	•	•	•	•	2	Feste, Landschaft, Nomen	1 d
415	klar_b	klar, begriffen, logisch, selbstverständlich	(Interjektion, Rückmeldung) klar, begriffen, logisch, selbstverständlich$z.B. etwas ist mir klar, habe verstanden, leuchtet ein, begreife ich	1	c	•	•	•	•	•	2	Begrüssung Interjektion Rückmeldung	1 c
4522	klar_c	klar, einleuchtend, eindeutig, verständlich	(Adj.) klar, einleuchtend, eindeutig, verständlich$z.B. jetzt ist es mir klar.	1	c	•	•	•	•	•	2	Adj., Adv.	1 c
8507	klettern	klettern, bergsteigen	(V.) klettern, bergsteigen	3	b	•	•	•	•	•	2	Freizeit, Ferien, Reisen, Sport, Verben	3 b
9128	Kletterwand	Kletterwand	(N.) Kletterwand	1	b	•	•	•	•	•	2	Freizeit, Ferien, Reisen, Sport, Nomen	1 b
8125	kochen	kochen, zubereiten	(V.) kochen, zubereiten	4	c	•	•	•	•	•	2	Essen, Verben	4 c
5694	Kofo_1	Kofo, Kommunikationsforum	(N., Name) Kofo, Kommunikationsforum Zürich	4	a	•	•	•	•	•	2	Freizeit, Medien, Nomen	4a
5699	Kofo_2	Kofo, Kommunikationsforum	(N., Name) Kofo, Kommunikationsforum Basel	4	a	•	•	•	•	•	2	Freizeit, Medien, Nomen	4a
5697	Kofo_3	Kofo, Kommunikationsforum	(N., Name) Kofo, Kommunikationsforum Luzern	4	a	•	•	•	•	•	2	Freizeit, Medien, Nomen	4a
5698	Kofo_4	Kofo, Kommunikationsforum	(N., Name) Kofo, Kommunikationsforum Ostschweiz	4	a	•	•	•	•	•	2	Freizeit, Medien, Nomen	4a
1067	Kollege_1	Kollege, Kumpel, Kumpane, (Arbeitskollege)	(N.) Kollege, Kumpel, Kumpane (enger Bekannter)$z.B. bei der Arbeit, in der Freizeit, im Sportverein	4	d	•	•	•	•	•	2	Nomen	4 d
5417	Kollege_2	Kollege, Kumpel, Kumpane, (Arbeitskollege)	(N.) Kollege, Kumpel, Kumpane (enger Bekannter)$z.B. bei der Arbeit, in der Freizeit, im Sportverein	4	d	•	•	•	•	•	2	Nomen	4 d
4989	Köln	Köln	(N., Namen) Köln	2	c	•	•	•	•	•	2	Länder, Städte, Namen, Nomen	2 c
2237	komisch	komisch, seltsam, eigenartig, fremd, unheimlich	(Adj.) komisch seltsam, eigenartig, unheimlich (für Personen, konkrete Objekte)	4	c	•	•	•	•	•	2	Adj., Adv.	4 c
6653	komm	komm	(Befehl) komm !	4	b	•	•	•	•	•	2		4 b
8475	Kommode_1	Kommode	(N.) Kommode (Möbelstück)	2	a	•	•		•	•	2	Wohnen, Nomen	2a
8945	Kommode_2	Kommode	(N.) Kommode (Möbelstück)	2	a			•			2	Wohnen, Nomen	2a
5047	Kommunikation	Kommunikation, kommunizieren	(N.) Kommunikation$(V.) kommunizieren$Hinweis: Diese Gebärde wird oft für Wortspiele verwendet z.B.:$- «Missverständnis»: Die Hände laufen in 45 Grad Winkeln von der Körperachse auseinander$- «Kommunikationsunterbrüche»: Die dominante Hand bewegt sich geradlinig nach aussen mit gelegentlichen Einbrüchen$- «zuviel Kommunikation»: beide Hände bewegen sich abwechselnd in kleinen Kreisen vor dem Gebärdenden, eine kleine «Wolke» bildend.	3	c	•	•	•	•	•	2	Nomen, Verben	3 c
9171	Kommunikationsforum	Kommunikationsforum, Kofo	(N.) Kommunikationforum, Kofo	4	a	•	•	•	•	•	2	Nomen	4a
5214	Korb	Korb, (Einkaufkorb), (Weidenkorb)	(N.) Korb$Notiz: je nach Kontext, kann KORB ein Einkaufskorb, oder ein geflochtener Weidenkorb sein.	4	c	•	•	•	•	•	2	Nomen	4 c
2045	Krafttraining_1	Krafttraining	(N.) Krafttraining	2	b		•	•	•	•	2	Freizeit, Ferien, Reisen, Sport, Nomen	2 b
2104	Krafttraining_2	Krafttraining	(N.) Krafttraining	2	b	•	•				2	Freizeit, Ferien, Reisen, Sport, Nomen	2 b
567	krank_1	krank, Krankheit	(Adj., V.-Zustand) krank, «gesundheitlich angeschlagen», «nicht gesund» (physisch, körperlich)$(N.) Krankheit	4	c	•	•	•	•	•	2	Adj., Adv., Nomen, Verben	4 c
3158	krank_2	krank, Krankheit	(Adj., V.-Zustand) krank, «gesundheitlich angeschlagen», «nicht gesund» (physisch, körperlich)$(N.) Krankheit	4	c	•	•	•	•	•	2	Adj., Adv., Nomen, Verben	4 c
563	Küche_1	Küche	(N.) Küche (Raum)	2	a		•	•	•	•	2	Wohnen, Nomen	2a
4714	Küche_2	Küche	(N.) Küche (Raum)	2	a	•					2	Wohnen, Nomen	2a
503	Kuchen_1	Kuchen, Torte	(N.) Kuchen, Torte	1	c	•	•			•	2	Essen, Feste, Nomen	1 c
1707	Kuchen_2	Kuchen, Cake	(N.) Kuchen, Cake	1	c			•	•		2	Essen, Feste, Nomen	1 c
2201	kühl_a	kühl, frisch, ziehen	(Adj.) kühl, frisch$(V.) ziehen (Wind, Luft)$z.B. es zieht in diesem Zimmer, Durchzug im Zimmer	2	d	•	•	•	•	•	2	Zeit_Kalender, Adj., Adv.	2 d
2235	kühl_b	kühl, gekühlt	(Adj.) kühl, gekühlt, ein wenig frieren$z.B. Körper, Wein  	2	d	•	•	•	•	•	2	Adj., Adv.	2 d
9002	Küken	Küken, Kücken, Bibi	(N.) Küken, Kücken, Bibi	1	b	•	•	•	•	•	2	Tiere, Nomen	1 b
999	Kultur	Kultur	(N.) Kultur$z.B. Kunst, kulturelle Veranstaltung, Art und Weise, Verhalten einer Minderheit, einer kulturellen Minderheit	4	a	•	•	•	•	•	2	Freizeit, Ferien, Reisen, Nomen	4a
525	kurz_a	kurz, schnell	(Adv., Adj.) kurz (zeitlich)$z.B. wenig Zeit, nicht lange, etwas dauert nicht lange, kurzer Moment, kurzer Film, kurze Diskussion$(Adv., Adj.) Zeit geht schnell vorbei: zu kurz$z.B. Die Ferien waren viel zu kurz.$(Adv., Adj.) Zeit ist zu kurz bemessen: zu kurz$z.B. sich 5 Min. Zeit nehmen ist zu kurz (zu wenig)!	2	b	•	•	•	•	•	2	Adj., Adv.	2 b
911	kurz_b	kurz, kurzärmelig	(Adj.) kurz$(Adj.) kurzärmelig$z.B.$- kurzes Kleid (zeigt Kleidlänge an = KURZ)$- Ärmel des Kleides, Pullovers	2	b	•	•	•	•	•	2	Adj., Adv.	2 b
8439	Kutsche_1	Kutsche	(N.) Kutsche (Pferde)	1	d					•	2	Nomen	1 d
8944	Kutsche_2	Kutsche	(N.) Kutsche (Pferde)	1	d	•	•	•	•		2	Nomen	1 d
6619	Kutscher	Kutscher	(N.) Kutscher	1	d	•	•	•	•	•	2	Nomen	1 d
293	lachen	lachen, Gelächter, Lachen	(V.) lachen$z.B. jmd. anlachen, lachen über eine lustige Sache, einen Witz , auch über eine Situation (jedoch nicht negativ oder abwertend gemeint)$Die DSGS kennt LACHEN nur als Verb. In der Deutschübersetzung kann es sinngemäss auch als Nomen (das Gelächter/das Lachen) verwendet werden.$z.B.$- Gelächter = VIELE+LACHEN$- ein süsses Lachen haben = LACHEN SÜSS	1	a	•	•	•	•	•	2	Verben	1a
2694	Land_a	Land	(N.) Land$z.B. auf dem Land wohnen (nicht in der Stadt), am Ende der Schiffsreise an Land gehen$(N.) Land (geografisch, politisch)	2	c	•	•	•	•	•	2	Landschaft, Nomen	2 c
4092	Land_b	Land	(N.) Land (geografisch, politisch)	2	c	•	•	•	•	•	2	Länder, Städte, Nomen	2 c
6624	Landenhof_1	Landenhof	(N., Name) Landenhof (Schule für Gehörlose und Schwerhörige in Kanton Bern)	3	a					•	2	Namen, Nomen	3a
6698	Landenhof_2	Landenhof	(N., Name) Landenhof (Schule für Gehörlose und Schwerhörige in Kanton Bern)	3	a	•	•	•	•		2	Namen, Nomen	3a
610	Landschaft	Landschaft, Umgebung, Gegend	(N.) Landschaft, Umgebung, Gegend	1	d	•	•	•	•	•	2	Landschaft, Nomen	1 d
9134	Landstrasse	Landstrasse	(N.) Landstrasse	2	c	•	•	•	•	•	2	Landschaft, Nomen	2 c
275	lange_a	lange, lang	(Adv.) lange, lang, dauert lange (Zeitraum)$z.B.$- das Ehepaar ist schon lange verheiratet$- wie lange gehst du in die Ferien?$- wie lange arbeitest du schon hier?	2	c	•	•	•	•	•	2	Zeitwort, Adj., Adv.	2 c
9160	lange_b	lange, vorbei	(Adv.) lange (Zeit her), vorbei, schon lange	2	c	•	•	•	•	•	2	Zeitwörter, Zeitwort, Adj., Adv.	2 c
2159	Langlauf	Langlauf, Skilanglauf, langlaufen	(N.) Langlauf, Skilanglauf, Ski nordisch (Sportart, Disziplin)$(V.) langlaufen	4	d	•	•	•	•	•	2	Freizeit, Ferien, Reisen, Sport, Nomen, Verben	4 d
38	lassen	lassen, gewähren, zulassen, dalassen	(V.) lassen, «in Ruhe lassen», gewähren, zulassen, dalassen	2	a	•	•	•	•	•	2	Verben	2a
843	laut_1	laut, lärmig	(Adv., Adj.) laut, lärmig (akustisch)	1	b	•	•	•	•	•	2	Adj., Adv., Verben	1 b
845	laut_2	laut, lärmig	(Adv., Adj.) laut, lärmig (akustisch)	1	b				•	•	2	Adj., Adv., Verben	2 b
376	leben	leben, existieren, Leben, Dasein, Existenz	(V.) leben, existieren$(N.) Leben, Dasein, Existenz	1	b	•	•	•	•	•	2	Nomen, Verben	1 b
2361	ledig	ledig, unverheiratet, frei	(Adj.) ledig, unverheiratet, frei, «noch zu haben»	1	b	•	•	•	•	•	2	Familie, Adj., Adv.	1 b
2448	leer_1	leer, aus, aufgebraucht	(Adj.) leer, aus, aufgebraucht, «völlig aufgebraucht», «nichts mehr da» (Menge/Sache)$z.B.$- etwas ist ausgegangen, hat nichts mehr davon$- Kühlschrank ist leer, hat nichts mehr zu essen$- einen leeren Magen haben, Hunger haben$- das Benzin ist ausgegangen, leerer Benzintank$- einen leeren Kopf haben, keine Ideen mehr haben	1	c	•	•		•	•	2	Adj., Adv.	1 c
8955	leer_2	leer	(Adj.) leer, aus, aufgebraucht, «völlig aufgebraucht», «nichts mehr da» (Menge/Sache)	1	c			•			2	Adj., Adv.	1 c
2109	Leichtathletik	Leichtathletik	(N.) Leichtathletik	4	d	•	•	•	•	•	2	Sport	4 d
709	letzte	letzte, letzthin, kürzlich	(Adj.) letzte (Zeitpunkt, normalerweise in der näheren Vergangenheit)$z.B. letzte Woche, letzten Montag$(Adv.) letzthin, kürzlich, vor Kurzem	4	d	•	•	•	•	•	2	Zeitwörter, Zeitwort, Adj., Adv.	4 d
8492	Leute	Leute, Menschen, Personen	(N., Pl.) Leute, Menschen, Personen	1	d	•	•	•	•	•	2	Nomen	1 d
162	lieb_a	lieb, liebenswürdig, zuvorkommend, grossherzig	(Adj.) lieb, liebenswürdig, zuvorkommend, grossherzig (Mensch: Erwachsene)$(Adj.) lieb, zahm, nicht böse (Tier)	2	a	•	•	•	•	•	2	Adj., Adv.	2a
8627	lieb_b	lieb, liebenswürdig	(Adj.) lieb, liebenswürdig (Mensch, Kinder)	2	a	•	•	•	•	•	2	Adj., Adv.	2a
4181	lieben_a_1	lieben, Liebe	(V.) lieben, gerne haben (eine Person), jemanden ins Herz schliessen$(N.) Liebe	1	c	•	•		•	•	2	Familie, Nomen, Verben	1 c
8940	lieben_a_2	lieben, Liebe	(V.) lieben, gerne haben (eine Person), jemanden ins Herz schliessen$(N.) Liebe	1	c			•			2	Familie, Nomen	1 c
91	lieben_b	lieben, bevorzugen, gern, schwärmen,	(V.) (Umgangssprache) lieben, bevorzugen, gern haben, am liebsten haben, heiss lieben, schwärmen (für etwas, für jmd.)	2	c	•	•	•	•	•	2	Verben	2 c
385	lieber	lieber, vorzugsweise, bevorzugt	(Adj., Adv.) lieber, vorzugsweise, bevorzugt$z.B. Ich bleibe lieber zu Hause.	3	a	•	•	•	•	•	2	Adj., Adv.	3a
5549	Liechtenstein_1	Liechtenstein	(N., Namen) Liechtenstein	2	c	•	•	•	•	•	2	Länder, Städte, Namen, Nomen	2 c
5736	Liechtenstein_2	Liechtenstein	(N., Namen) Liechtenstein	2	c				•		2	Länder, Städte, Namen, Nomen	2 c
1803	Lila	Lila, lila, fliederblau, hellviolett	(N.) Lila$(Adj.) lila, fliederblau, hellviolett	1	c	•	•	•	•	•	2	Adj., Adv., Nomen	1 c
5135	Luft	Luft, Atemluft	(N.) Luft, Atemluft	2	c	•	•	•	•	•	2	Nomen	2 c
2007	Lust_1	Lust, Begierde, Gelüste, gelüsten	(N.) Lust, Begierde (sexuell)$(V.) gelüsten, Lust haben, Gelüste haben (allgemein)$z.B. Lust auf Süsses, auf einen Spaziergang etc.	3	a	•	•	•	•	•	2	Nomen, Verben	3a
3630	Lust_2	Lust, Begierde, Gelüste, gelüsten	(N.) Lust, Begierde (sexuell)$(V.) gelüsten, Lust haben, Gelüste haben (allgemein)$z.B. Lust auf Süsses, auf einen Spaziergang etc.	3	a		•				2	Nomen, Verben	3a
6601	Lust_3	Lust, Begierde, Gelüste, gelüsten	(N.) Lust, Begierde (sexuell)$(V.) gelüsten, Lust haben, Gelüste haben (allgemein)$z.B. Lust auf Süsses, auf einen Spaziergang etc.	3	a	•				•	2	Nomen, Verben	3a
591	lustig_1	lustig, amüsant, aufheiternd, humorvoll, witzig, erheiternd, spassig, glatt	(Adj.) lustig, amüsant, aufheiternd, humorvoll, witzig, erheiternd, spassig, glatt	3	a	•		•	•	•	2	Adj., Adv.	3a
